InvoiceID,BusinessTurnover,InvoiceAmount,FilingFrequency,InvoiceText,Fraudulent
927cc291-c5bb-48ee-b022-98520254f627,785955.672088813,69589.25784004864,Monthly,"Simply member mention common west industry. Big relationship democratic clear. Both view great amount.
Dinner charge time our policy us friend him. Bill break reality. Nice discuss affect ever.",1
a3b0a4af-b17c-4569-af79-9e385eb62c48,8868023.018888831,89582.46508680412,Quarterly,"Training clear name. Enough sea we write continue response.
Newspaper ahead at item hear. Must fine standard watch. Phone tough exactly admit.",1
d859ef92-fe1d-4c4c-aa9c-230eaa28b86c,1730151.5306497328,63693.12050751629,Monthly,"Across series against including.
Woman standard simply network explain nor. Somebody top however person pick ability.
Middle fly money half work ask.",0
844b07cb-d781-4123-902c-1caab5324a59,5378359.939780137,1461.5293361865317,Quarterly,"Day surface star care wrong.
Provide although discussion back agreement shake item.
See clear also food have none watch. Natural leave week health woman.",1
33954810-83d7-4e1f-b91f-4919b8fe989d,348144.46986823267,15536.22147878349,Monthly,"One heart low. Also small condition usually drug. Analysis there argue.
Seek partner state old another. Program life test try.",0
fe2d1751-70f6-4feb-a0e7-49c192f36e1c,9736507.751542896,21135.816994440058,Quarterly,"Bill assume three marriage.
Water only never pay hit people your. Minute ball week especially.",0
6fc4228f-10c8-4602-b77c-a52874d58763,8046613.8802097775,49434.980600641466,Quarterly,"Enough anyone poor less. Number summer economic century author within.
Air song per. Respond fall reflect foot. Various take few hour over college.",0
4383f756-2bee-4436-8065-0110e911aa2d,8708894.097953985,68028.69830250532,Monthly,Offer practice TV fact white leader customer. Office process action sing summer stand morning.,0
a1416024-ad2d-43b3-b0a2-577432a63cc7,3865977.2151765567,58277.38485806586,Quarterly,"Popular space decision north notice. Professor week test performance color fish. Decade speak else stuff.
Who exactly edge respond.",0
165f1463-d97e-4638-bac6-8f6ce118c368,2681795.437287919,29961.84507136827,Quarterly,Agent together single common dog yes remember. Trade color pull customer indeed determine. Not current son traditional responsibility.,1
5b39bd56-a12c-47a7-90f7-b1e18c70afdb,6657425.830132455,81948.72269257132,Monthly,News Republican resource often. Morning similar fund who bad. Foot during one sure. Teacher baby practice man office challenge.,1
1df01605-04b6-4497-a931-2f23c5d0b812,1015758.6623836925,33194.452320002434,Monthly,"Movement stage tonight. Past brother development debate expert.
Strategy manager situation blood game simple. Exactly color but score along. Continue national need.",0
79be53dd-4c84-42fb-99c9-fb627c35ba04,1686934.8983097079,43753.581977411035,Monthly,Four fact audience measure discuss force. Know toward ground ground difference bill white. Town push natural according election population now service. Court a charge often soon.,0
5e4940b9-9db6-47c8-a872-dafe87d61b62,9494436.643687414,95855.09388993598,Monthly,Officer perhaps build tough face true radio. Blue anyone bed bar line chair commercial wonder.,1
8f8ea2d1-d552-43bf-9071-485d05b6dfde,9758744.699196419,74656.14300551947,Monthly,"Yet fact mind modern not. Perform care decade former claim.
Table record week six hold. Side discuss recent power interview.",0
c41ba6d5-a671-41d2-bd2c-4f15a49b32c4,5299803.04163005,20464.704465442035,Quarterly,Left rest just another finally. Power we theory without wish painting live. Wall none society upon political foreign southern.,1
5adae0e2-65e2-4472-9de4-97613c681efc,5426283.116559099,86119.10091797372,Monthly,"Upon computer force two court possible. Method scene word serious those.
Second benefit shoulder oil kitchen let care miss. Draw charge serve lead drop.",1
5d5f692b-4aba-4d41-a356-ee917d67e02b,8947859.51361436,69292.41150186797,Quarterly,Her production allow state. Building whether community real answer ok. Dark face series pressure.,0
781d5a6c-aa51-4df3-9e35-0b7d4df07e3a,2785808.6587989293,66556.60200412438,Monthly,Pick board grow down cause we. Lot good decision support wide west.,1
693ef633-3089-4cb1-bd89-8c03c73b4319,1099578.2368359126,48930.796124820095,Quarterly,Difference child customer strong check discussion others. Strategy ten cover military sometimes let today. Collection similar benefit save. Life you response majority set consumer yourself.,1
8d1ea5d4-4e00-4ab0-8538-f90507f50764,8593713.998178478,28730.61145604254,Monthly,Area class join protect same size off. Manager almost reduce material collection. Visit explain study enough.,1
8ff1feb2-a0dc-44a4-9e0e-1554ea8489e6,1566772.8015801618,87088.44622168533,Monthly,"Contain think eye their conference from generation. White man machine professional at.
Democratic need their least. Why newspaper theory woman official.",1
aa63bb16-1daf-4075-b8af-a8dbf947abbe,3451063.9776718575,13503.534434738593,Quarterly,"Home inside perform poor lead after leg. Lay police reach money.
Thousand a high skill system whole kid sister. Cultural provide place. Later already establish attorney water top win.",0
da82030b-f3b3-401f-8889-58c274399966,1506339.2951088327,52960.005575553856,Quarterly,"Although between indeed least rate middle light. Behavior more establish degree. Most time painting catch low television civil.
Benefit free tough will reveal.",0
93b25499-8933-42e2-b06d-6eda1d64372a,8424538.352556422,29972.89405228776,Monthly,"Tv speech move second member. Agree chance before information.
Husband than city part measure major. Along phone property story us president.",1
e38a97e3-e8a7-4a13-adb1-b8c3e17844c7,8844220.387647673,68650.14640253276,Quarterly,Wait behind former institution seat around. Check social pattern pull picture party. Onto serious attorney chance. A rest start record.,0
d47fad8f-fdf8-49af-873a-b801c31f72b3,8895910.780616304,50013.03220849912,Quarterly,"Reflect sit body station month century. Ability like always soon receive baby.
Those fight they. Someone spring affect heavy describe month heart reduce. Address author travel else yard.",0
17bb32a3-ee7b-4c3b-9b43-c1759d606de0,5279927.911246365,31177.0190893686,Quarterly,Listen fact chair alone traditional myself campaign. Of claim that economy understand ago. Road point cause week phone organization me.,1
fa0df4d3-8e0e-4514-a1be-4caf42287837,556535.918515822,66103.32488588392,Monthly,Push left employee brother take special term imagine. Pressure then policy discuss skill remember own. Everyone education scientist dream.,1
fb7e0a56-376a-4214-b44e-3d9c6239ea5e,1167096.8254056987,97629.97694358052,Monthly,"Interest art because school answer. Person lead data.
Rather size six should. Them number owner cultural. Culture today few I.",1
ab109adf-83a9-49ec-8b58-d9e0ca5c25bc,7680571.623836095,27829.014878049355,Monthly,Direction today next fine century enough place stage. Stage what outside operation pull blue. Author news Republican less next rest school. White would yard style condition section good.,0
1821bcd2-2a32-4d63-a673-e746255e846e,3454222.666387851,52620.53635423143,Quarterly,Here mission cost a themselves east. Minute camera school who popular surface morning. Break truth least response particular outside.,0
d0c5e995-7556-403e-95d0-4d228972b35e,1426355.358731221,16759.27403081941,Monthly,"House home effort never through fall. After research cover analysis town. Hand create other Democrat lead reach respond loss.
Maintain full organization sometimes possible apply.",1
65865bbd-df69-44c6-a297-0bac0810359c,4141045.5356552945,35049.79829619135,Quarterly,"Other law current social. Already tax special long social.
Plant daughter listen story city take economic. Offer eight itself those top thousand. Civil project side.",0
f55abd75-e1b3-48dd-ba4f-5c05f91f0fc6,2114619.676175529,12570.102742563882,Quarterly,Follow campaign especially maybe. Admit whole third production future southern deal opportunity. Main arrive sure.,1
b0090036-214f-42a6-a645-7535030c178f,8942381.734536126,34815.5864665995,Quarterly,Officer whole while happy rather while economy around. Increase economy thank have.,1
b90aa50f-7d50-4d84-acb7-4b86041e02a6,7560306.6166320145,45889.64542255086,Monthly,Sell discuss bag glass analysis guy. East capital thus bill maintain both great. East usually true throughout involve fact change boy. Not inside carry focus manager itself smile.,1
fb175170-8d0a-4f14-bcc5-3a3192b33a5f,7305082.604264125,74386.86701297786,Monthly,"Blue fear hotel total hour tax line. Major close bed when their memory.
Management he family it weight. Create suggest cover. Simple nothing raise realize benefit develop yard data.",1
a000dc66-4bb6-4ca5-8000-44281fd83b47,1029354.828582514,36732.732442634355,Monthly,"Computer baby capital plan onto point. Decade big development imagine feel care.
He speak film song. Very travel choice increase guess discussion why.",0
ab8eb0cb-6227-432a-a850-c179d703942d,9880522.922224075,28051.079226513088,Monthly,Son friend major from particularly one. Wide often anything nation executive address together. High perform his whatever.,0
2a4f242e-3685-4175-b2f9-8aadcacbfe8a,3391124.0928832646,14119.747990302407,Quarterly,Political final similar age never. From voice better. Air religious where type reach add traditional.,1
7aa798de-f786-4189-9a6d-f8626ce463dc,436907.4624236335,21333.463233168855,Monthly,Theory until where during pressure role. Media edge friend condition. Suggest day past field want rich.,0
e1bda563-3c0b-49c2-a128-92dde36c3ead,8958790.310661243,45396.465988475255,Monthly,"Big player lot treat. Power parent big.
According card new manager customer television green. International dark increase something whom red woman. Add commercial site must college camera turn.",1
05cb002e-553b-4b87-bc6a-47c43292d150,1863194.6775458432,5663.664419628422,Quarterly,"Network wonder vote office.
Name still him wind rich. Reality pick where treat recently. Fast day clearly practice.",1
6da61357-c8a2-4ffa-b389-c8f0474157c8,4326720.032524499,13399.372188089408,Monthly,You enjoy knowledge picture. Player hold development write boy tree. Blood base head include buy. Anything talk score clearly imagine window.,0
1e22941a-e932-4e5b-a450-60665afa7b84,7257530.444089606,16497.048472387694,Monthly,"During sound theory pick away often. Pressure which imagine no key. Name father in choose hear see.
Wind strategy participant bank. Race answer across per.",1
7e720586-a6d8-44eb-b547-5db763aef389,7054437.5015069535,54422.229319477774,Monthly,"Peace sort add. Notice resource indeed part might.
To five manager message particularly body both. Hotel task audience really.
Within card music minute. Especially reach pass policy term middle week.",0
53bf640f-d3a5-4ec2-950e-145040d4dbb7,6274686.874249995,37928.046746346525,Monthly,"Where realize these whatever. Red along someone manager whom big.
Agent her oil group continue. Threat research fact himself job cost follow. Perhaps citizen yeah. Red worker physical born.",0
5308aa6f-e7d9-43bd-9e30-406bdf1f65b4,6989408.671431763,67225.2900667606,Quarterly,"Tv step business rise. Movie where represent establish step commercial.
Wonder anything yourself organization surface. Always area high wonder production.",1
54b89d53-ec95-4809-afaa-80ec35000a79,3041109.1070093815,7315.495958333211,Quarterly,"Suffer prove short role her. Must doctor upon between. Mr information baby receive far movie.
Present provide building forget public. Check true plan deal visit service chair.",1
128ba0c3-16d3-41f8-b7e0-a64e49eecc8c,4356637.11400114,34557.11235030955,Quarterly,Section movie concern heavy. Success community section source. News early most beat discuss relate keep.,1
b4ff4574-1cd1-470a-b0c2-4e5e31841ea6,216885.0635032418,74033.87901991917,Monthly,Many program know them financial. Source stuff system onto eight state. Stop indeed Mr cause travel book office.,0
95550569-9be8-4538-9c4d-59dd19b90061,3256049.1180266244,41613.181672471175,Monthly,Property organization federal. Work trip together explain create teacher likely. Church live its represent put song appear. Southern people upon if there scene.,1
a509d81b-3317-47f9-be41-870f6d1fb827,4706966.140157238,46049.11878435102,Quarterly,"Feeling beautiful teacher girl month seem share military. Tell everybody own those cause apply. Most wide country.
Her key enough affect example.
Remain couple mission through unit ever born.",0
b6e0ad86-cdb6-4e71-8e7e-bb8a1bf440f8,2929621.4592597983,76896.31692246317,Quarterly,"Individual partner science day start morning prepare. Group act police next main appear sea.
Leader former push garden. Year billion section staff.",1
142867db-bd41-4d8c-af31-ec4b6c56fe4f,4670923.905830804,4303.004694191059,Monthly,"This future yes west I big left fund. Believe radio recognize job idea her money structure. Image certainly money stuff nothing.
Determine leave fire hard. Accept certain thing church young.",1
0651dac1-ccbf-4116-97cc-cdb300565d21,4570999.180136764,26258.30144895567,Quarterly,"Three serve yet reason happy fall wear material. Explain civil value require.
Skin benefit happen employee actually also. Say citizen trouble onto type couple else.",0
6131e923-e6e3-4e65-a1fa-d4d1e95ad99c,3462583.176749123,64468.64147281791,Monthly,Through organization measure civil heavy task impact own. Toward dinner direction.,1
ac19a595-5eda-474a-bb02-6bcbeb8a761e,3875963.8935709074,13992.533945449712,Monthly,"Government seat world report. Fast apply piece style.
Form now receive teacher people activity worker. Company miss sister crime not. Baby performance base bar.",0
0db598e6-5e14-4af1-a39d-18dc9e3cb3e0,9111322.08546445,97653.15270863568,Quarterly,Fine maybe government recent someone coach. List into others claim.,1
dc4dd916-8e8d-4938-96ec-f07cdf421b29,8823779.008407108,36335.67018319632,Quarterly,"Can fire collection laugh. Agent control debate beyond.
Recent without do exist ball deal.
Place address treatment.
Late sit high source stock whatever. Whom air pick woman.",0
f41df94a-daa5-483f-b9c1-6b7c69273db7,3663389.8241497595,10733.798400179983,Monthly,"Door chair such. Which theory cut strategy it like edge.
Energy seem high movement environment green. North could tree most throughout player. Determine movement usually range suggest measure.",1
0f82d7d8-8fcb-45e5-9fda-84054a5b5bf4,473546.0527352102,58686.95858713885,Quarterly,True issue inside notice state father next. Have key however she floor key benefit. Car win security accept.,0
d0016032-96c7-498d-aadd-52d39e5635d7,5043983.672457922,63151.31430965308,Monthly,"Charge maybe side.
Detail collection business put never include among. Suggest day forward state could.
Bit policy tax wait discussion fact cover play. Wear learn respond night board.",0
b9ce926d-3a73-42e2-bb4b-c173ebb50fda,1361658.4691923175,70126.72646158858,Monthly,Well pull film top. Contain respond condition style could throw. Away show everything seek history.,0
e976a814-0e27-4443-b729-d9b65f40adcf,8778987.463546617,58130.964944811756,Monthly,Organization number either kitchen keep everyone class. Cut light he reality lose deep trade. Everyone score cup not break president over.,0
d3a93f64-fcb4-4e69-b472-43da0e66af3e,4139140.8275048914,88154.41925613715,Quarterly,"Phone fast before toward between education. Agreement guy education.
Government staff rest. Sort claim hand whether. Choose stand among less as sense.",1
1df6b58c-0326-4a37-9f3d-99ca832c6cc4,4515560.49303097,41514.20644279281,Quarterly,"Describe everybody democratic long everyone mention market. Great teacher standard note.
Source between learn all history fill. Long issue create town attorney individual though.",1
2892ea3b-c5ce-4b4a-a739-7af542dae242,2230935.4341809284,67429.550380226,Monthly,Close Republican hand free interesting campaign finally. Fly must black area assume. Result get check vote cut break. Oil site start million also pretty firm.,0
ef11588e-8657-4d39-86a0-eb78531aeddd,2104254.7460975056,96327.32195249682,Monthly,"Spend man purpose everybody herself training rate. Fund more style.
Analysis pretty it.
Often several suggest push. Director fast individual official pretty knowledge.",1
2414a63f-441d-48f7-a946-ef09b9d3c851,2650763.4820360853,77138.44687609214,Quarterly,"Can skin carry structure point. Well clear poor be consumer standard travel.
Public town movement strong poor subject. Western cut light fact decade those large.",0
6b439252-29e5-48ae-928f-bf073bb1e6f7,9240251.784050029,67584.06828177637,Monthly,Wish wrong bag agency politics son off participant. Third you research serious guess within realize. Recent conference president people agency mission size. No visit medical against amount.,0
a0312245-5eb4-4d18-a4be-c20aafeef185,2595327.363568121,47734.11495814618,Monthly,Sometimes listen base before eight health. Trouble realize news.,0
81da6885-a739-461b-b5c9-0c9440bb3de5,4161779.867744379,59193.43642016447,Quarterly,"Point back road simply early feel region. However research peace mission quickly. Director himself TV risk discover to.
And public recently others maintain too. North whose PM family administration.",1
88c0fe71-9dc8-4145-a364-378458b6c7b6,5761115.326001404,5208.704704707172,Monthly,"Act step late himself one. Who before probably science agreement degree. First discuss travel sort usually whom.
Fine his job job. Police forget interview you lead pattern.",1
3a765593-6acb-4fa9-b512-c81106a20734,1060919.618306792,9031.564284350105,Monthly,"Camera country pressure ability doctor. Particularly despite him response.
Manage ground number become. Protect situation nearly want.",1
3cc27a9b-d12f-4778-99fb-96807557956f,6199619.236347924,48375.661395846764,Quarterly,"Fear measure media goal Mr perhaps make. Certain dog how. Trade few area us pretty find me.
Property technology public act these tax. Rule certain admit spring rich somebody.",1
fcebd846-0ce0-4715-93c0-e69e15b60ff2,6859803.404342281,29203.62076995011,Monthly,"Seven sell seem your possible walk under. Use mouth opportunity court list.
Member leave source apply traditional. Possible toward career billion direction despite according.",1
fb8afb48-5f0c-4588-8d0d-cb18dc59d46a,5331256.508054427,58430.78432894281,Monthly,"High serious year take debate answer whose. Value few blue. Issue behind father.
Anyone school why. Book machine social audience once focus pass. Entire involve relate most model act their.",1
61c734fa-38d6-44db-aa62-ede72c453799,9370300.201242844,3981.58745819431,Monthly,"Over man which phone ball measure under politics. Itself effort life director.
Fast PM culture environment development.",1
262a8da0-7260-4b0c-87da-cfa0ce455c06,3102305.8859394863,74375.50497240773,Quarterly,"Develop eight artist push marriage gun it.
Claim size car pay pull tree. Long head national edge pattern. Meeting never year off major all major.",0
ba93dce4-8088-40a2-9aae-fac26b5e84de,7274932.888288852,40170.89260722333,Monthly,Including president together seek argue try among. Throughout fight must free program address call. Political network last guy get great PM.,0
37df037e-ca68-4169-a0c6-a6fedcdc1fa6,7894884.18338321,37630.831168571065,Quarterly,"Center turn room Mr green. That exactly issue wind share four agreement last.
Book job fact get suggest. Must wind crime.
Grow instead level he environmental. Education lay what through seat member.",1
2f36f880-211e-4c3a-b87b-c0eb417e887d,8826487.552340634,69509.78859046231,Quarterly,Without recognize human. Role military else employee sign method true increase. Personal it meeting possible work more. Cold nearly build member for.,1
29f301ba-7de0-43e4-8d1a-e52dfea440ac,253736.38635377752,46881.19773385717,Monthly,"Store edge enough girl force debate. Leave social election customer plan.
Party improve travel life focus yourself clear.",0
a29b8c8c-0df2-4541-97df-9d829254b300,6365778.806748818,78211.70467347793,Quarterly,Shoulder blood respond discover receive right. Recently care investment clearly.,1
2280d0de-af34-44ed-b978-9d3fe5be288f,5760851.655404988,38072.7501263897,Quarterly,Approach space claim cell. Beautiful while serious nice protect. Resource be go apply.,1
f6e4a285-3013-4195-bac3-e09c5e8597ef,1731341.386251504,94503.56660940184,Monthly,"Talk opportunity machine seek. Now past southern expect officer.
West number hard. That bed office first center fall establish. Them reality police fear.",1
e8ea3e01-38e4-4f06-88bd-3fd25b2be2a7,9287640.461028878,44268.55830648826,Monthly,"In before worry item. Follow opportunity name media call fast four. Foreign floor room rate.
Something through this hundred rather example able. About town really camera side shake when.",0
6ac804aa-c0a4-4994-bc29-5a896cc9fb4e,9213612.014588846,96398.67238127996,Monthly,Their officer cut break seek remember. Both most number question ever surface perform everyone.,0
4850cb6b-28fa-4d41-b3fb-0b7c9a59f6d3,1877649.1215036423,76531.35283199583,Quarterly,"Attorney affect senior week within political remember. Go adult available left until.
Expect character whom knowledge cover not. Church by as office party.",1
ca72f0dc-1849-4f65-85d1-97ca25157797,8745650.298525853,29452.222876028984,Quarterly,"Car issue blood almost. Series professor current age.
Plant price in wait majority executive. Young center wife morning memory.
Lot red door themselves. High specific top total.",1
ffea3ffd-31d4-4ade-9fa3-dcc63099064b,959241.2432351422,27901.664712680857,Quarterly,Suffer between leg page could conference about. Animal minute assume blood wide treatment discover. Around option affect.,1
999af0b5-f2ce-413e-874c-373fa30cacd1,2746896.7416248512,85048.58048430024,Quarterly,"Despite site like opportunity loss responsibility. Ever standard bank where.
Opportunity size story car throw price chair newspaper. Join dark local note.",0
e0103808-e96b-4271-87e6-b0b7140a0da6,1552127.0157362982,79005.59849337178,Quarterly,Team woman fall those or decide. Theory idea tree message exactly feeling including. Key southern tonight Mrs government its.,1
6723e158-c5a5-4964-a5f1-e74a0aba8877,6248732.401840036,53361.898288062635,Monthly,"Ago let nice kind argue level lose. Bank radio alone you.
Score bag candidate own through dream. Office lot protect various into modern.
Writer agency surface. Catch place fire might tree magazine.",0
51af672b-d761-4f52-9d1a-214bd7ebcfce,4286151.880907899,12566.649041745033,Quarterly,"Such attack likely director. Group figure peace seek clearly. Walk program teach.
Success cold control evidence onto. Hand base television.
Difference none thus yet social Republican.",0
998844ca-aaf9-46fa-912b-1b4cbaed27cf,6451505.454432527,76238.32230163027,Quarterly,"Including series anything property.
Technology Mr make box politics. Market white we beyond nearly situation his. Certain approach reflect health practice.",0
7965bc05-1196-4876-96eb-8e27529387af,8936217.435536383,1346.1386133968851,Monthly,Down such child there. Lose particularly once deal a laugh. Serious policy almost less action yes forward.,1
d2604f4e-70ec-44d5-b192-bf466bb58f7e,8075372.771843576,29901.640684175738,Monthly,"Coach will guy painting account suddenly start. School society current while.
Side land heart lose religious. Its population popular even management.",1
38eac474-68ee-4aea-adeb-5499b4ab5391,2308057.6046993528,84988.91471433736,Monthly,Improve suffer sport form child somebody. Fund office way tonight new. Check adult garden mean statement.,0
2586ecc8-b541-4898-9795-f996a766083f,5999882.375870524,34702.543571464696,Monthly,"Season strategy American enjoy actually education. Much view surface least nor surface.
Fish base girl want whole record two. Late tend whether team maybe property.",1
8c900070-ea41-4802-a9b6-0f7cd8092767,4023652.9071493247,68329.99494958665,Monthly,"Build action cultural recognize. Enough run example agreement main determine. Scientist nothing before. Car which red consumer fall.
Development floor social.",1
2044c4e9-618a-464e-ab94-84dc37cc103f,1051912.0067356618,17858.833517297906,Monthly,"Movement suffer prepare. Oil street senior argue site. None need peace her measure than line.
Analysis large various. Arrive myself price more physical. Drug score fight your total authority best.",0
30c8d943-222d-4d7b-9c91-f99979ee8805,1078911.0737565593,71482.01454685308,Quarterly,Describe career education list reveal. Left day learn seven. Air add strategy attorney. Person lay agent drop.,1
4685d9d6-a37f-4564-9154-aa4252111429,3649924.3436833136,51709.62666348754,Quarterly,Yard realize north. Wear take present clearly. Style physical could. Plan entire call.,0
cd6f0e9f-0a7a-484f-aa8f-b55e87a76f46,5393694.288755134,87216.28460779117,Monthly,"Common indeed their thousand energy. Drive late answer movement. Issue dream increase top second.
Church federal involve continue color treat control. Foreign act rise political thousand miss stop.",0
b972267c-3d12-42f0-8ca0-16a29dd72dcd,7008211.345095993,15402.914030148102,Quarterly,"Imagine between college soldier. Teach high expert. Radio smile man realize wife through.
Operation believe hand discover. Available player ahead treatment company. Page thousand side back.",0
bf86a49a-bac4-4bbf-a280-d4e51fd18d34,4188703.6488596713,80751.46367458762,Monthly,Room person image eight maybe industry. Data you thought hundred ability heavy. Action suffer trade report environment ok.,0
7a976003-36e2-4d6d-aed4-6c9eb8d0b37f,8721491.728510614,71702.86996428526,Monthly,Prevent low room part scientist young development. Customer wait later entire source. Police him interesting clear right door.,0
9bd07587-eae3-442a-bb0a-d6e0a97bab8a,2039594.3253953545,76829.75937260571,Quarterly,"Option total own cost down. Mind hope accept film information deal sense.
Black while glass test. Without whatever pay father need evening. Natural right recognize in picture study.",1
a1da9511-3c22-40c8-b280-11276643c12e,7641731.927007429,24761.496951415673,Quarterly,Since through local production. Feel also but popular clear many nearly though. Charge conference our structure drug.,1
e5513009-00a6-46ce-8b1a-0d173d113101,9857232.307678185,22017.03246587786,Quarterly,"Indeed soldier in ten employee play prepare. Recognize on move personal.
Mean tree these hotel true city discussion save. Along real impact natural seven. Begin air learn civil process partner.",0
ab4db183-061b-4104-8007-f7a2883fe82e,3207254.580914412,63100.15201659717,Quarterly,"Staff accept we leader. People each on court into gas. Herself dog culture price.
Mention that I tend. Out adult environmental site.",0
1e7e7dfd-3a40-45be-b79f-bc2cdf2bb774,1168531.4978740735,29914.07705687206,Quarterly,Nothing could watch baby behavior color hour. Indeed usually skin card he knowledge well. Eat management issue treat cost stay help.,0
a2533308-dbb8-4e21-827b-de1cbe26b35d,2987827.4028445967,19690.125430427044,Quarterly,"Economic environmental talk character get. Kid responsibility also her message offer.
Middle imagine certain perform. Tax three remember measure. Record director education cause.",0
ba993599-fc0a-49d4-b8b2-6486285f46ef,1615112.4914380377,58391.41408881814,Quarterly,"Important community discussion wide financial. Build off grow choose standard. Continue skin rule anyone.
White image truth popular. Time check act professional brother tell.",0
2b89d62b-1ec0-4f36-a275-1b1dbd18587e,1876935.816376393,41048.64788905448,Monthly,"Full water development. Single like as quite rich. Budget assume choose be prepare maintain.
Finally protect occur help before under her. Teacher food but. Simply bad suddenly lead.",1
c76b4051-547a-4b61-8941-782e00027e61,4667971.485492871,73565.38526500741,Monthly,"Member talk fear book. Behavior bag situation community ground.
Real huge black matter. Hair she result space. Explain approach various charge. Them reflect experience house meet.",0
558f807b-36ec-4173-8c95-ac5c7b8a0660,307244.89191608876,34020.595338371684,Monthly,Hard partner father suddenly. National teach quickly economy really less possible. Pretty notice administration second middle condition factor.,1
10eaa076-aa28-48a0-9f11-6eee1ef6f889,4224779.207432577,19533.0446945544,Monthly,"Cup media yeah because care black kind. Here part to somebody. Opportunity mother its score.
Clear work exactly we either lawyer either score. Financial state eat two staff spring.",0
516d594c-a7dc-40dd-a444-c1064a64e1ae,7808578.870306077,69181.20962410892,Quarterly,Direction brother tell nothing old. Need hand difference this exactly. Field want son long better society.,0
a90410a4-34e7-45f7-ab11-08a33e82f418,3932974.7901553614,44453.79428762224,Quarterly,"Social manage help.
Decade today second despite room call into improve. Deal avoid bit arrive account. Late huge scene police.",1
972e8520-fb8b-488f-866e-00420b197c40,1323399.2110362204,30508.148271718575,Monthly,Crime develop international remain half. Everything anyone nature often garden pick. Finish change board no.,0
35956fc3-41f6-4252-8af6-973b79723144,1107215.0427566688,36632.933405476724,Monthly,"Piece off apply walk question tend. Others far determine subject. Many garden say foot.
Important protect truth sometimes color. Soldier grow as. Between fast name outside region trouble.",0
aa6507cf-5133-4975-8304-1069ea835668,4227631.274733504,7973.077988050268,Quarterly,Most toward marriage live deal responsibility real nearly. Study example plan. Chair statement improve guy threat range degree. Series marriage fly name individual chance.,1
f3573188-0b36-45c6-bffe-c6887ad7dd21,4788672.510048187,52344.499393481405,Quarterly,Involve investment financial thing down remember short. While record thought help major. Maybe young know realize white real subject black.,0
